,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5
MOM_EfficiencyRatio10_TSZ_20D,1.6319383603784338e-05,2.8927399288073172e-05,2.967134060066368e-05,9.576708105124513e-06,2.670870022764081e-05,1.291905507760405e-05
MOM_EfficiencyRatio10_TSR_252D,1.5554845635820185e-05,3.4155938364102005e-05,0.0,0.0,5.6676168558255235e-05,0.0
MOM_MACDHistNorm_TSZ_20D,0.0,8.043701792947243e-05,0.0001784631516670361,1.0786281031560522e-05,5.031232849128909e-05,9.317169379252923e-05
MOM_MACDHistNorm_TSR_252D,2.6869608304144896e-05,3.149734045879334e-05,3.498782516062823e-05,0.0,4.503791162435717e-05,9.029617060124654e-05
MOM_MACDHistDiff_TSZ_20D,3.432231513298158e-05,0.00011018885065891474,7.098408902512426e-05,0.00012153934275422485,8.320904597169e-05,7.609883613685545e-05
MOM_MACDHistDiff_TSR_252D,0.00016763693694751453,0.0004314811604012658,5.821995327906191e-05,0.00048259953712466105,0.0004940496200497968,0.0001533962484916248
MOM_DistHigh60_TSZ_20D,0.0,3.145301390135202e-05,5.698392696898239e-05,6.0987919883670745e-05,2.8687624511068474e-05,1.912025202198777e-05
MOM_DistHigh60_TSR_252D,3.0140692664059467e-05,0.0004542492452955001,2.4325501833939067e-05,0.00010302848823256072,4.381034609408485e-05,0.00045133278235315067
MOM_DistHigh250_TSZ_20D,9.210585856903753e-06,0.00010458800063551726,0.00011733855462988868,0.00025194391132323695,0.0,1.9931162056080607e-05
MOM_DistKijun_TSZ_20D,5.5524973512330007e-05,4.954654402625183e-05,6.414370034284719e-05,7.213762131382863e-06,6.342302175439305e-06,7.00259089968007e-05
MOM_DistKijun_TSR_252D,9.287668375617364e-05,8.341291742759362e-05,3.722525300471897e-05,7.481784300092309e-06,4.062093332947694e-05,1.3865341032946527e-05
MOM_NewHighFlag3_TSZ_20D,1.4122675191143152e-05,6.378085135112325e-05,3.833735793517153e-05,4.9818409194829404e-05,2.665258347524753e-05,1.2156871150540782e-05
MOM_NewHighFlag3_TSR_252D,4.5299833990875235e-05,0.0003816359488933527,0.00014928520403003473,0.0005943130198669926,0.00028349667387941147,0.000756986498225972
MOM_PricePos120_TSZ_20D,4.936347597456146e-05,7.740453268142518e-06,3.5575529536484856e-05,7.367889174716786e-06,4.051568722781957e-05,0.0
MOM_PricePos120_TSR_252D,5.34355531666093e-05,5.6089793412921054e-05,2.9299922755698178e-05,0.00011198106615125822,0.0,3.314957957096598e-05
MOM_IchimokuDist_TSZ_20D,0.0,5.795723804479442e-05,3.739505083051345e-05,3.413046806195253e-05,4.9035657857033545e-05,9.562812407531937e-05
MOM_IchimokuDist_TSR_252D,3.418033100273045e-05,6.559866603740068e-05,0.00018751890282769419,5.303607075293176e-05,6.003336164301158e-05,0.00018350449447954677
