,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5
VOL_ATRSqueeze_TSZ_20D,0.0,0.00019315929705172785,0.0,1.875105418720304e-05,2.46296814215419e-06,1.4094158130525224e-05
VOL_ATRSqueeze_TSR_252D,0.0,7.554185506733026e-05,3.2368053087495147e-05,5.309847958845013e-06,0.0,7.350363594432495e-06
VOL_ATRSqueezeBB_TSZ_20D,1.754330088410344e-05,2.0175396966841952e-05,0.0,1.5162221643341489e-05,0.0,6.4832082341249476e-06
VOL_ATRSqueezeBB_TSR_252D,5.602372572756199e-06,2.848891206502195e-05,0.0,4.433395904503601e-05,0.0,1.3158367970715755e-05
VOL_HistVol20_TSZ_20D,0.0,1.2426791466357155e-05,0.0,1.8273578641734177e-05,8.449667963118028e-06,9.57438284447106e-06
VOL_HistVol20_TSR_252D,9.987223231076221e-07,2.5436253379487552e-05,0.0,4.4489263674708024e-05,0.0,8.368025300374295e-05
VOL_HV30_TSZ_20D,3.169152352886237e-05,0.00013125758278357554,1.3499550886029524e-05,0.00011897648479532431,5.726873515707365e-05,3.522155288763503e-05
VOL_HV30_TSR_252D,0.0,3.792171543855314e-05,0.0,0.0,1.355972319724227e-05,5.039467065538021e-05
VOL_HVSlope_TSZ_20D,0.0,5.562859846700345e-05,0.0,7.896532039452102e-06,1.2951629941411775e-05,4.051870956060229e-06
VOL_HVSlope_TSR_252D,1.4488130212059858e-05,0.00011752078449314738,0.0,7.200605093290851e-05,5.205145360681213e-06,1.8316039413134434e-05
VOL_RealizedSkew20_TSZ_20D,3.4222939018757586e-05,0.0005465841670674505,4.379591799427759e-06,5.974374860788376e-06,0.0,3.0894729691606986e-06
VOL_RealizedSkew20_TSR_252D,1.5615002892106604e-05,3.55143626346815e-05,0.0,3.0284568596328946e-05,0.0,3.7405987838565775e-06
VOL_UlcerIndex14_TSZ_20D,0.0,6.58779425203286e-05,0.0,3.209130736966873e-05,0.0,8.737075036109289e-06
VOL_UlcerIndex14_TSR_252D,1.8950473662075504e-05,0.000143330734455679,6.924550444918329e-05,6.0488124247122676e-05,1.6717148212727233e-05,1.830714430615049e-05
VOL_ATRChgRate_TSZ_20D,0.0,5.7299618067113665e-05,0.0,0.0,0.0,7.270013643809642e-06
VOL_ATRChgRate_TSR_252D,0.0,3.155301614150054e-05,0.0,1.276059094005154e-05,0.0,0.0
VOL_VolatilityParkinson_TSZ_20D,4.643601858513664e-06,6.624599122687344e-05,0.0,1.6025368434948213e-05,0.0,4.085855356104218e-05
VOL_VolatilityParkinson_TSR_252D,0.0,0.0005155236968153977,0.0,0.00011559417676386096,0.0,3.11390673882261e-05
VOL_ReturnVolatility_TSZ_20D,5.9134603350622244e-05,5.121632899287212e-05,2.240487763438355e-05,0.00012135400921736293,0.0,2.27756082195167e-05
VOL_ReturnVolatility_TSR_252D,0.0,2.8332628315870475e-05,8.758850646390934e-06,3.054131392761648e-05,0.0,3.3531319045540017e-06
VOL_VolRatioHV_TSZ_20D,1.2317436470977363e-05,0.00021242242653548397,5.955017090659898e-05,0.00011866750972608897,0.0,1.9284311510704463e-05
VOL_VolRatioHV_TSR_252D,5.137914814018689e-06,7.245042513193221e-05,1.887725608192686e-05,2.8298284825885217e-05,0.0,1.1060938833892764e-05
VOL_DownsideDev60_TSZ_20D,0.0,0.00028651452368485983,0.0,3.411632216545027e-05,0.0,2.0084284356327567e-05
VOL_DownsideDev60_TSR_252D,0.0,0.00016573788019592665,0.0,6.9673757944173e-05,0.0,3.208543191119766e-06
VOL_Volatility60_TSZ_20D,0.0,3.675091715006243e-05,1.8138192277950436e-05,2.9239321708821945e-05,2.797864978130099e-05,3.639511750897303e-06
VOL_Volatility60_TSR_252D,0.0,0.00012309506375482397,0.0,5.8827949873045966e-05,6.216020785646765e-06,1.5969886310289723e-05
LIQ_AbnormalVolume_TSZ_20D,0.0,3.6081002030641477e-06,0.0,9.952858996469869e-06,0.0,0.0
LIQ_AbnormalVolume_TSR_252D,0.0,1.3886519236456944e-05,0.0,3.022584877067335e-05,1.3231186342691285e-06,2.409789912455386e-05
LIQ_VolumeChange_TSR_252D,0.0,1.581834463241377e-05,0.0,4.211798540897735e-06,0.0,1.1232735180713238e-05
LIQ_VolumeSlope5_TSR_252D,0.0,1.9326539545078362e-05,0.0,1.554950002195435e-05,0.0,0.0
LIQ_LogTradingCap_TSR_252D,0.0,3.233780692977321e-05,0.0,2.2308595606567423e-06,0.0,0.0
LIQ_MFI14_TSZ_20D,0.0,1.2407232206767752e-05,1.6279760152020422e-05,2.144581468084402e-05,0.0,1.5071027310448225e-05
LIQ_MFI14_TSR_252D,0.0,2.0475986818976848e-05,0.0,0.0,0.0,0.0
LIQ_VolRatio5d_TSR_252D,0.0,2.2507382656232672e-05,0.0,0.0,0.0,0.0
LIQ_VolSpikeCount20_TSZ_20D,0.0,6.181414765112094e-06,0.0,0.0,0.0,0.0
LIQ_VolSpikeCount20_TSR_252D,0.0,3.31514694773876e-05,0.0,6.373853878326138e-05,1.2608693583568458e-05,0.0
LIQ_VolUpDownRatio_TSZ_20D,3.5577702786455027e-06,5.197645612315586e-05,0.0,1.4991557325360532e-05,0.0,0.0
LIQ_VolUpDownRatio_TSR_252D,0.0,1.9590164791697863e-05,0.0,2.2966481126009082e-06,0.0,0.0
VOL_VolumeMA25_TSZ_20D,0.0,2.0198640403290644e-05,0.0,8.682441664821924e-06,1.67533103781724e-05,1.2099222041802753e-05
VOL_VolumeMA25_TSR_252D,0.0,6.76894995005421e-05,0.0,1.6798298951812412e-06,0.0,6.223299553999671e-05
LIQ_TurnoverRatio_TSZ_20D,4.662323013539468e-06,1.0175788374516662e-05,0.0,0.0,0.0,1.281132240223733e-05
LIQ_TurnoverRatio_TSR_252D,1.2350151880437338e-05,2.7342037471823357e-05,0.0,5.5360835584780155e-06,1.4199964834665763e-05,1.742694971475685e-05
LIQ_AmihudIlliq_TSZ_20D,0.0,1.4250267858984214e-05,0.0,0.0,2.4189655574764035e-06,3.891855947328089e-06
LIQ_AmihudIlliq_TSR_252D,7.883600024224461e-06,4.80079027281918e-05,0.0,6.28999276999052e-05,0.0,1.953213366231093e-05
VAL_LogPBR_TSZ_20D,0.0,3.205495809435097e-05,0.0,0.00019205033328390132,4.1825201373119596e-05,3.0492996142355444e-05
VAL_LogPBR_TSR_252D,5.972841432860337e-05,0.0001131007373067167,1.0101101689959947e-05,9.179688885976203e-05,3.5069927811636255e-05,0.00010974137891946269
VAL_EarningsYield_TSZ_20D,1.1432869356396421e-05,3.0206523331688916e-05,0.0,5.630013003281866e-05,0.0,5.198263988816507e-06
VAL_EarningsYield_TSR_252D,1.3110805757101235e-05,2.7344185317850676e-05,5.263867417034899e-06,1.923913402908948e-05,4.695808658307503e-06,4.441378976510312e-05
QLT_Accruals_TSZ_20D,0.0,2.5349788161532493e-05,0.0,0.0,0.0,1.3765691693409817e-05
QLT_Accruals_TSR_252D,0.0,1.5170768476276011e-05,0.0,0.0,0.0,0.0
QLT_EquityRatio_TSZ_20D,1.2772992216717863e-05,6.091197336427629e-06,0.0,7.744195529955663e-06,0.0,5.809044925123187e-06
