,fold_0,fold_1,fold_2,fold_3,fold_4
BET_MarketHV20_TSZ_20D,5.082165664611207e-05,0.0005301219547169135,0.001336662909575858,0.0017209376434196156,0.0014590848859398309
BET_MarketHV20_TSR_252D,0.00676846089490905,0.017259713078207405,0.020665195899861336,0.02877902750356657,0.0033605065527493355
BET_MarketVolChange_TSZ_20D,6.232808332026927e-05,0.00010775914179952931,0.0002567356798450607,0.0009444185012789231,0.0014949203490663753
BET_MarketVolChange_TSR_252D,0.0001172711351552601,0.0005469223818975182,0.00037997870192359087,0.0013288888821680483,0.0007132145380324226
BET_SectorMomentum5d_TSZ_20D,4.820503960694651e-05,2.259397466166113e-05,0.0004650687205781052,0.00036840945957851515,0.0004418092833954303
BET_SectorMomentum5d_TSR_252D,0.00018587963978963356,0.0,0.000663498770360461,0.00027438867118463074,0.00038342627093976945
BET_SectorReturn_TSR_252D,0.0,0.0,0.00022216044702894023,0.0006303243304134306,0.00017419104135787773
BET_SectorRel_TSZ_20D,0.0,0.0,0.00027418800426246774,0.00013108630951423795,0.00030955414893596954
BET_SectorRel_TSR_252D,0.0,0.0,3.966430136651872e-05,0.0005584456072770142,0.00019408978414794814
BET_RelSectorReturn5d_TSZ_20D,0.0,0.0,5.243415312287601e-05,2.5800989050995062e-05,0.0
BET_SectorRelStrength60_TSZ_20D,0.0,0.0001929627280264992,0.00044670281753122674,0.010165307466627626,0.014069304498118038
BET_SectorRelStrength60_TSR_252D,0.0006889533878618907,0.0021960109924341244,0.0020413141573090853,0.004350319047706789,0.0023630256732208575
CON_RevisionRate_TSZ_20D,0.0,0.0,2.6501604531174725e-05,0.00010999974596237189,0.00010796800250297074
CON_RevisionRate_TSR_252D,0.0,0.00010121795457594042,0.00016267154300210492,0.0003063641074732102,0.0001874976461578178
CON_ProgressRate_TSZ_20D,0.00016771047575050153,0.0,0.0002029224324065712,0.00011780011725980663,0.0012825926370128118
CON_ProgressRate_TSR_252D,0.0,0.0013849392484714057,0.0018365502669365399,0.003243187784810806,0.00488436941969864
MOM_ADX14_SNZ,3.967997752138725e-05,5.75993873762823e-05,0.00020113157291089097,6.38367041234642e-05,0.00021189135978658003
MOM_DistSMA5_CSZ,0.0,0.0,0.0,0.0,0.0
MOM_DistSMA5_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_DistSMA5-25_CSZ,0.0,0.0,7.641889911240466e-05,1.0008391092442061e-05,1.9626117489432217e-05
MOM_DistSMA5-25_SNZ,0.0,0.0,0.00042544703302361576,0.0,0.0
MOM_DistSMA25-75_CSZ,0.0,5.189821479140462e-05,0.0004730001184256445,0.00042928319680630067,0.00018068136613324243
MOM_DistSMA25-75_SNZ,0.0,0.0,8.272984948656082e-05,6.0833021562310075e-05,0.0003634518482599414
MOM_EfficiencyRatio10_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_LinRegSlope10_CSR,0.00015890830790372723,0.00016774851118811154,0.0011904432608315324,0.002689128310699532,9.490855801818778e-05
MOM_LinRegSlope10_CSZ,0.0,0.0,0.0002764009919170403,0.0004852015312446016,0.0
MOM_LinRegSlope10_SNZ,0.0,0.0,1.4908144916770628e-05,0.000465885420697899,0.0
MOM_MACDHistNorm_SNZ,0.0,6.786637520100261e-05,0.00012386420174266658,3.1605962933907145e-05,6.738606692373895e-05
MOM_MACDHistDiff_SNZ,0.0,0.0,6.865189986958143e-05,0.0,8.209492009716738e-05
MOM_DistHigh60_CSZ,0.0,0.0,0.0,0.0003613979969596366,0.0001778336825799787
MOM_DistHigh60_SNZ,0.0,0.0,6.964274886192239e-05,4.809555612341244e-05,0.0
MOM_DistKijun_SNZ,0.0,0.0,2.6390962268980386e-05,7.447376595266928e-05,0.0
MOM_NewHighFlag3_CSZ,0.0,0.0,7.542647429725449e-05,0.0005799268193108539,0.0001518925907138075
MOM_NewHighFlag3_SNZ,0.0,0.0,1.44803275720538e-05,0.0009212634424028564,0.0
MOM_PricePos120_SNZ,0.0,0.0,0.00018365436407319076,0.0026682095021867787,0.004480094215922275
MOM_IchimokuDist_SNZ,0.0,0.0,0.0,0.00019223668573803586,0.0003756987073956807
MOM_Return3d_CSZ,0.0,0.0,0.0,0.0001383789742862798,0.0
MOM_Return3d_SNZ,0.0,0.0,1.2005461284060768e-05,0.0,0.0
MOM_Return5d_CSZ,0.0,0.0,2.6333578292626242e-05,0.00010667747222143639,5.585226251325792e-05
MOM_Return10d_CSZ,0.0,0.0,0.0,0.0,2.0971936053111632e-05
MOM_Return10d_SNZ,0.0,0.0,9.396916392865888e-05,1.775943280001231e-05,6.951893269557295e-05
MOM_Return20d_CSZ,0.0,0.0,0.0,6.149468534675272e-05,0.0
MOM_Return20d_SNZ,0.0,0.0,8.329783805513902e-05,0.00021833232730213037,0.0
MOM_Return1dLag1_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_Return1dLag2_SNZ,0.0,0.0,0.0,2.110158546850657e-05,0.0
MOM_RSI9_SNZ,2.861288910901774e-05,0.0,7.192241005530515e-05,0.00012234632065376966,3.225032781412386e-05
MOM_RSI9-14Diff_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_BBPercentB_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_BodyRatio_SNZ,6.836510676162996e-05,0.0,3.546594284373715e-05,0.00015278479657753055,2.2695413090101458e-05
MOM_UpperShadowRatio_SNZ,0.0,2.7634454102300833e-05,6.378645624055132e-05,0.0,6.185310412483182e-05
MOM_LowerShadowRatio_SNZ,0.0,0.0,2.914205054476804e-05,0.0,0.0
MOM_IntradayStrength_SNZ,4.0709888493790286e-05,0.0,0.0,9.348420931565114e-05,0.0
MOM_LowerShadowMA5_SNZ,0.0,0.0,2.9833147485274495e-05,3.3360948847300636e-05,0.0
MOM_Streak_SNZ,0.0,0.0,0.0,0.0,0.00012018035629833982
MOM_BullishRatio20_SNZ,0.0,0.0,0.0,9.464532302704771e-05,0.0
MOM_ClosePosition_SNZ,0.0,0.0,2.584915097426321e-05,0.0,0.0
MOM_GapRate_SNZ,0.0,0.0,0.0,4.524129921740967e-05,0.0
MOM_MaxGain5_CSZ,0.0,0.0,0.0,0.00018575268527954634,0.0
MOM_MaxGain5_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_RCI9_SNZ,0.0,0.0,0.0,6.42869334431545e-05,0.0
MOM_RCI9Diff_SNZ,0.0,0.0,9.547334199478052e-05,0.0,0.0
MOM_RCI26_SNZ,0.0,2.8299965013466676e-05,0.000115000495549643,0.00013705149956258605,6.205429314458059e-05
MOM_RCI26Diff_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_RCI52_SNZ,0.0,0.0,0.0,0.0004985127988403351,7.522208086778299e-05
MOM_Momentum12-1_CSZ,9.489977435819229e-05,0.00012120375559779166,0.0005031384583392111,0.005657951197335263,0.0005300442938285369
MOM_Momentum12-1_SNZ,0.0,0.0,0.00010891485618233963,0.004332694437974321,0.0005304876526577742
MOM_RetIntraday_SNZ,0.0,0.0,0.0,0.0,0.0
MOM_WinRate10d_SNZ,0.0,0.0,0.0,2.9509374224237303e-05,0.0
MOM_MADev25_CSZ,0.0,0.0,0.0,0.0,0.0
MOM_MADev25_SNZ,0.0,0.0,0.0,6.039408522796436e-05,0.0
MOM_MADev75_CSZ,0.0,3.629636302666883e-05,0.00012480549601386808,0.00019784936902740553,0.001159611222592959
MOM_MADev75_SNZ,0.0,5.72024370456145e-05,6.632048351089127e-05,2.0232803646925983e-05,8.742700209034435e-05
MOM_MADev200_CSZ,0.0,0.0,7.373692886755629e-05,0.00030637767832603806,0.0006977564752168861
MOM_MADev200_SNZ,9.463748745683822e-05,0.0,0.0002004513460834777,0.0003083167377732945,0.00023223098972228817
MOM_Return6m_CSZ,0.0003137545546644139,3.222185681681615e-05,0.000673021105872898,0.0003377006483625228,0.0006622206250365745
MOM_Return6m_SNZ,0.0,1.2440659137266574e-05,6.588898837832214e-05,0.0002924334989753966,0.00033922946983939886
MOM_Return12m_CSZ,0.0,0.00015631655211174118,0.0031697100858347387,0.0029358095261107146,0.002763318676870181
MOM_Return12m_SNZ,0.0,0.0,0.0030383742797071484,0.002267727419815159,0.0008203903530831487
MOM_High52wDist_CSZ,0.0,0.0,9.453327917931569e-05,0.0034415495252187412,0.002643393659368662
MOM_High52wDist_SNZ,0.0,0.000256356166379047,0.0005449506909752385,0.0012932653732707193,0.00032607086862555487
VOL_MAE5_SNZ,0.0,0.0,6.4708991319368105e-06,0.0,0.0
VOL_MAE10_CSZ,0.0,0.0,0.0,2.115536778751886e-05,0.0
VOL_MAE10_SNZ,0.0,9.799580458565126e-05,0.0,0.00010485501095340878,6.50661363888445e-05
VOL_DownsideRun_SNZ,0.0,0.0,0.0,1.2187948393722214e-05,7.991704872575314e-05
VOL_ReturnSkewnessDiff_SNZ,0.0,0.0,0.0001917240505223379,0.0,0.0
VOL_ReturnKurtosis_SNZ,0.0,0.0,1.2816640998043936e-05,0.00011059218966804605,0.0
VOL_GapAbs_SNZ,0.0,0.0,9.72300561494363e-05,3.8031712158702475e-05,0.00032621435946882744
VOL_LargeMoveCount_CSZ,9.73014329757256e-05,0.0,0.00039244491068369717,0.0014348087440113034,0.0002592128410682703
VOL_LargeMoveCount_SNZ,0.0,0.0,0.00019218896766737725,0.00017130111955485325,0.0001102139332647506
VOL_RangeRatioLong_SNZ,0.0,0.0,6.301620478760175e-05,0.00010642633174335897,0.00014355257797732924
VOL_ATRRatio_CSZ,0.0003906073886762767,0.0012627181552385153,0.0007711238188969193,0.0027168303336710564,0.004494516612840804
VOL_ATRRatio_SNZ,6.569539517058373e-05,0.00035582488627782183,9.837340213472258e-05,0.0014943022939373348,0.0023072454565905664
VOL_ATRSqueeze_SNZ,6.721052428417192e-05,0.0007384454199850478,0.0009759689233458915,0.0006784693440095841,0.003283107031975507
VOL_ATRSqueezeBB_CSZ,0.0,7.769203566050717e-05,4.820283783273122e-05,0.0002702424326869885,0.00021369547952962924
VOL_ATRSqueezeBB_SNZ,0.0,2.699540791233233e-05,3.8203634998353765e-05,1.6286216226421557e-05,0.00020767045100866392
VOL_HistVol20_CSZ,0.0004005622960417807,0.00026328161312647746,0.0009488592646657546,0.0016232499267050035,0.0011260881086169027
VOL_HistVol20_SNZ,0.00017159978000339432,0.0006193074709753841,0.0006182371388460555,0.0006541986192752078,0.0015138184985160248
VOL_HV30_CSZ,0.0006333061868418153,0.00013713277957806642,0.0011444147008241494,0.0007389395810988167,0.0021562425640749227
VOL_HV30_SNZ,0.0,4.271224306202577e-05,8.472916250559047e-05,0.00023455217212337302,0.0001975885451173526
VOL_HVSlope_CSZ,0.0,0.0,5.6232807846951314e-05,3.450925435194567e-05,0.0
VOL_HVSlope_SNZ,0.0,0.0,0.00017542186334721708,6.430506716306756e-05,0.0
VOL_RealizedSkew20_SNZ,0.0,0.0,0.0,0.0,0.0
VOL_UlcerIndex14_CSZ,0.0,8.600284934745362e-05,1.0831472563918474e-05,0.0001476212735251459,5.19517978948357e-05
VOL_UlcerIndex14_SNZ,8.781912749855976e-05,0.0,8.985503098892907e-05,0.0001632138457139986,0.00012360465975061425
VOL_ATRChgRate_SNZ,7.098829927800488e-05,6.2789380087696e-05,0.00023261810249510545,9.135003677521234e-05,0.0
VOL_VolatilityParkinson_CSZ,0.0005735852123935747,0.0005400274027757959,0.0007494130614624903,0.0010010914344150234,0.0013618750539541023
VOL_VolatilityParkinson_SNZ,0.0,0.0001462632340341954,0.0001254249694313958,0.00015173104086088415,0.0005875468696879582
VOL_ReturnVolatility_CSZ,0.0,6.373664516448656e-05,0.00032778090073845394,0.00029714326720245107,9.076531322330194e-05
VOL_ReturnVolatility_SNZ,0.0,0.0,0.00015491837641366652,4.3163264237301974e-05,0.00030124056012187085
VOL_VolRatioHV_SNZ,0.0,0.0,0.0,5.162399731745904e-05,0.00010641410997869161
VOL_DownsideDev60_CSZ,3.553219874432341e-05,0.0,0.0003281499399691857,0.0008624517411343465,0.0013320532929264428
VOL_DownsideDev60_SNZ,0.0,5.845420654131509e-05,0.00015715091665183676,0.0005027865228029191,0.0005951026085952707
VOL_Volatility60_CSZ,0.0001540155352192182,0.00014442422673625736,0.0009809108058946268,0.001293546972061791,0.001127595025516983
VOL_Volatility60_SNZ,0.00010575609158581281,0.00016185509690993884,0.00021808436327760942,0.00041034585603145406,0.0005031054707328884
LIQ_AbnormalVolume_CSZ,0.0,7.730970959610682e-05,3.058136880444576e-05,0.00010776119234029144,0.0
LIQ_VolumeChange_CSZ,0.0,0.0,3.34905680519917e-05,0.00010531433106764017,0.00017563757107410426
LIQ_VolumeSlope5_CSZ,0.0,0.0,0.0,0.0,0.0
LIQ_LogTradingCap_CSZ,2.0669367728821868e-05,0.0,0.0014092525652622304,0.001672103457552535,0.0016889290911499173
LIQ_MFI14_CSZ,0.00014573535866661632,0.0,0.0007535164122613924,5.4761864314786964e-05,0.0
LIQ_VolRatio5d_CSZ,0.0,0.0,0.0,2.9378082161083793e-05,0.0
LIQ_VolSpikeCount20_CSZ,4.6593957806764585e-05,0.0,2.9860696717407243e-05,0.0006534247245741238,0.0016207223051025316
LIQ_VolUpDownRatio_CSZ,0.0,3.370453633986097e-05,8.896251179983941e-06,0.00014138852484212654,0.0
VOL_VolumeMA25_CSZ,0.0013993191888780955,0.002247760643566389,0.00455705375297353,0.011092334620136498,0.002287786126862829
VOL_VolumeMA25_SNZ,0.0003254010867301758,0.00031836154035212266,0.0005265656029899437,0.001511596339056475,0.005180776802816453
LIQ_TurnoverRatio_CSZ,0.0,0.0,0.0003461693782437264,0.0006429164683911682,0.0005946631311991679
LIQ_AmihudIlliq_CSR,0.0,0.0,2.2218708649071776e-05,0.00014356972349190665,0.0
LIQ_AmihudIlliq_CSZ,0.004852667018971787,0.00131714430860135,0.005638292684683529,0.0034372850978850026,0.013033012881842124
VAL_LogPBR_CSZ,0.018610130208467707,0.0462421500466871,0.06290423599368995,0.03861611599171637,0.13521012289873469
VAL_LogPBR_SNZ,0.002208019621663884,0.005935969342679746,0.016409688439141618,0.006280970115044179,0.011657829970948731
VAL_EarningsYield_CSZ,0.008171890585958226,0.012866493789731016,0.0325087040640548,0.01631293654510357,0.01619130246135444
VAL_EarningsYield_SNZ,0.00014850816006453012,0.0013024335742994324,0.002577660504575608,0.0028408961734047405,0.00288066218031041
QLT_Accruals_CSZ,0.0,0.0,0.0003711434996960118,0.0004429098624244614,0.0010939797241503377
QLT_Accruals_SNZ,3.118842692960705e-05,0.00012753542239358315,0.00016133691336018755,0.0002682415449430358,0.0012501358025047648
QLT_EquityRatio_CSZ,2.959866625252328e-05,0.000583046373033869,0.001987310068371426,0.0016545814269911495,0.020457061441935497
QLT_EquityRatio_SNZ,3.082554996805842e-05,0.00011436738801974668,0.0002089125046216976,0.0004362151623324094,0.0003260608899673077
QLT_OPMargin_CSZ,0.0006928605933151283,0.0011843839704249602,0.0019448660838971134,0.003109973020231908,0.006107445551881751
QLT_OPMargin_SNZ,0.00026874746358785556,0.0002807814412083357,0.0006685492677969677,0.0014544652681861888,0.0025016928068523976
QLT_ROA_CSZ,0.00020973654923782205,0.00019494653024746785,0.0025115973674614276,0.007391923408831582,0.0011132502623926255
QLT_ROA_SNZ,0.00028344867942495976,0.00017455628862421798,0.0010158701071183924,0.002412659635919525,0.0005252178991668262
QLT_ROE_CSZ,0.0004598113957230653,0.00028733653269925386,0.00017756752535253112,0.0008905972190126017,0.0003621256483681136
QLT_ROE_SNZ,9.742676616002271e-05,6.443418022333585e-05,0.000430180901634915,0.0010910663041279894,0.00039719156008181044
QLT_OperatingProfitGrowthYOY_SNZ,2.596231254266673e-05,0.0005598374252186502,0.002708373975023972,0.0017763538623644104,0.005354980575497255
QLT_SalesGrowthYOY_CSZ,0.0,1.054340335741319e-05,0.004473565518816232,0.012784135428179301,0.0013457364673196777
QLT_SalesGrowthYOY_SNZ,0.0006020149617935916,0.00017753147901293476,0.003274409387698141,0.004267971698130514,0.0005287287184484064
QLT_EPSGrowthYOY_SNZ,5.132176783274266e-05,0.0,0.0032457564754753013,0.001061843365517267,0.0015761745466318178
SIZ_LogMarketCap_CSZ,0.00023228637227800368,0.00029106690548932787,0.005473509886726499,0.004995593082351172,0.003914426701545319
SPD_DistVWAP5_CSZ,0.0,0.0,0.0,0.0,0.0
SPD_DistVWAPSlope_CSZ,0.0,0.0,5.306923525570269e-05,2.1859009173146182e-05,0.0
SPD_VWAPDev_CSR,0.0033973061154990085,0.003695452033696064,0.0069233449480629,0.013756430871285178,0.021194954974403005
SPD_VWAPDev_CSZ,0.03157742796498029,0.022650969269479935,0.09115585532717127,0.08067061317577648,0.07109039853893463
SPD_MarginBuyImpact_CSZ,0.0007700860893958174,0.0011518784311823184,0.004029366131744893,0.0017321152900997162,0.0013225335214824326
SPD_MarginRatio_CSZ,0.00020243330197299415,3.0322165290553456e-05,0.0006860422532779474,0.02788073589143401,0.007435334373358712
SPD_MarginRatioDelta4w_CSZ,0.0,0.0,4.5977246735360635e-05,0.00029055027850063574,0.0002441579207406123
SPD_MarketForeignBuy_CSR,0.0,0.0,9.320669306048711e-05,0.00014735360201863305,0.0
SPD_MarketForeignBuy_CSZ,7.767882430507958e-05,6.510717075705216e-05,0.00039168958951513584,0.0014097874196368277,0.0007721660438032112
SPD_MarketIndividualBuy_CSR,0.000627215066844146,0.000532226194973039,0.0023411412124995346,3.5412880399592644e-05,0.0009881259954107994
SPD_MarketIndividualBuy_CSZ,0.0,0.00013010262149000938,0.00020430290818011904,0.0010026016082408033,0.0023347458961392965
SPD_OverseaFlowTrend_CSZ,0.0003361067244631188,0.0004736500306841973,0.003065458989561637,0.0009824144955743897,0.0012713901774580537
SPD_FlowAccel_CSZ,0.0014895587634588246,0.0005175786088067601,0.001967674418507455,0.0014603278337011866,0.0005992082541490507
BET_Beta60_CSZ,5.063346076946769e-05,0.006238764139215761,0.0034675909722347146,0.0055354276279391814,0.015043698145473098
BET_Beta60_SNZ,0.00010902676083101319,0.0013420756091208003,0.0027946121699564657,0.007801635889508739,0.007253981256746398
BET_RS25_CSZ,0.0,0.0,0.0,1.0393422575852213e-05,0.00022347586187363707
BET_RS25_SNZ,0.0,0.0,1.0099824820063457e-05,2.3692107866423773e-05,0.000177878361324792
BET_MarketReturn_CSR,0.0,0.0,0.0001597249536980496,8.733839362006707e-05,0.0001721931014259156
BET_MarketReturn_CSZ,0.0,0.00012903277384387324,0.00019160866499840892,0.0004293050659448115,0.0003707212141587862
BET_MarketReturn_SNZ,0.0,0.0,0.0001072461362686194,0.00062314828564912,0.00011675903810962285
BET_MarketTrendIdx_CSR,0.0,0.0,0.00047001180667707697,0.0007045609261913515,0.00022903576216770554
BET_MarketTrendIdx_CSZ,6.130452848512724e-05,0.00025961639336189926,0.007181784002626957,0.002235635212703992,5.523558331530604e-05
BET_MarketTrendIdx_SNZ,0.0,0.0,0.0,0.0001401923492615842,7.604082618831931e-05
BET_MarketHV20_CSR,0.0,0.0,0.00012121176715412952,0.00023064690760352132,0.0
BET_MarketHV20_CSZ,0.0,0.00014104375349860483,0.00040424803669582895,0.0016287986850900462,0.0006435865258914528
BET_MarketHV20_SNZ,0.0,9.367938819927544e-05,0.0003850942838651716,0.0006092695181174776,4.8390467922202385e-05
BET_MarketVolChange_CSR,0.0,0.0,0.0,0.0,0.0
BET_MarketVolChange_CSZ,0.0,0.0007719795341379282,0.002811275830949248,0.0021473889605284472,0.0005093577658793199
BET_MarketVolChange_SNZ,0.0,0.0,0.0001428238808590873,0.0005025894074540562,3.0154077990893935e-05
BET_SectorMomentum5d_CSZ,0.0,0.0,0.0003417893667148233,0.0005907026436012366,0.00010709568297080363
BET_SectorMomentum5d_SNZ,1.8141434745324302e-05,1.2675130536619687e-05,0.0006897857414472451,0.000374685547301489,9.583622578076548e-05
BET_SectorReturn_CSZ,5.972848287237751e-05,0.0,0.0006997255809757529,0.0020988415666806474,0.0007906075546551422
BET_SectorReturn_SNZ,0.0,0.0,0.0,0.00023073780961896533,8.025254324448767e-05
BET_SectorRel_CSR,0.0005366880893132312,0.0011378120335780552,0.0031640017625060735,0.005389666722697855,5.337750492872847e-05
BET_SectorRel_CSZ,0.0,4.027611753953524e-05,0.00010374724750860468,0.00038462145233312227,0.0007865546573335998
BET_SectorRel_SNZ,0.0006050676565199024,0.0005686234502381381,0.001186789630331618,0.001857015631476015,0.0
BET_RelSectorReturn1d_SNZ,0.0,0.0,3.501636809880787e-05,5.287534746760964e-05,0.0
BET_RelSectorReturn5d_SNZ,0.0,0.0,0.0,0.0,0.0
BET_SectorRelStrength60_CSZ,0.0004941129107745287,0.00039762258533873905,0.0021241885819631413,0.0020167093137717224,0.0024112449811155606
BET_SectorRelStrength60_SNZ,0.00012319684138869676,8.110269177473702e-05,0.0015516851422385928,0.005115049618137556,0.0008945863956327553
EVT_EPSActual_CSZ,3.8387583590860604e-05,0.00012590200788319676,0.004811455443209996,0.009859771694606296,0.005348554279816244
EVT_EPSActual_SNZ,0.0,0.00012395765792219226,0.000661113321831552,0.0015340862929030287,0.0034784134963260858
EVT_IsMissingEPS_CSZ,0.002432437381524797,0.0035383314973938466,0.010291342329785031,0.048128858228479954,0.019516816547595395
EVT_IsMissingEPS_SNZ,7.337101426537511e-05,0.004094865620309589,0.006624804452111853,0.008889688742632176,0.011813276774348423
EVT_LogDaysSincePub_CSR,0.0,0.0,3.8660710251497426e-05,0.0002951699866167631,0.00010115849258884432
EVT_LogDaysSincePub_CSZ,0.0,0.0,8.024657812351018e-05,0.0003231324550023725,9.256684617096715e-05
EVT_LogDaysSincePub_SNZ,0.0,7.174158512713605e-05,0.00020841691614040223,0.0004779798806159009,0.0
CON_RevisionRate_CSR,0.000274289388162306,0.0004833461873721991,0.0010325967720350414,0.0024679772291839406,0.001079922651619487
CON_RevisionRate_CSZ,0.0006940236752689314,0.0007102545951510683,0.001988183361428191,0.0030999317191760583,0.0060862924549848875
CON_RevisionRate_SNZ,5.702934266992887e-05,0.00011140840198445019,0.002272005095902368,0.0009335372425969107,0.0014533515684585273
CON_ProgressRate_CSZ,0.0002381499087996606,0.0001155107752678865,0.00048637687962364796,0.0011149983047906307,0.0007099096162967441
CON_ProgressRate_SNZ,0.00011127774915901026,0.000333435264569557,0.0005089642627897534,0.0020741084438936504,0.0017416509134136704
GOV_MarketSegment_CSZ,0.0015665780154661057,0.006305818366306703,0.015429088294276142,0.02246493142142804,0.04100466792164584
GOV_MarketSegment_SNZ,0.000156566065884235,0.0016628043994225575,0.013136317848753151,0.028712768312841693,0.05152474098864657
