,fold_0,fold_1,fold_2,fold_3,fold_4
LIQ_AmihudIlliq_TSZ_20D,0.0,0.0,2.4435588493526014e-05,0.00014728073812746276,0.0
LIQ_AmihudIlliq_TSR_252D,0.0,0.0,0.0,0.002992645821644312,0.0
VAL_LogPBR_TSZ_20D,0.0,0.0,0.0,0.0005262046439400528,6.912765513563642e-05
VAL_LogPBR_TSR_252D,4.184821192633563e-05,0.0,0.00015293929502581847,0.00014127078637573296,0.0005626546469405682
VAL_EarningsYield_TSZ_20D,0.0,0.0,0.0,0.0003031989534993548,0.0
VAL_EarningsYield_TSR_252D,0.0,4.587520350371959e-05,0.00011908206244135262,0.00019669470104662087,0.0004653582895235521
QLT_Accruals_TSZ_20D,0.0,0.0,0.0,0.0,0.0
QLT_Accruals_TSR_252D,0.0,1.9212374690370644e-05,0.00019957430303750996,0.0001370791380589665,0.00033684271130364853
QLT_EquityRatio_TSZ_20D,0.0,0.0,0.0,6.435813578840799e-05,0.0
QLT_EquityRatio_TSR_252D,5.2934199197385696e-05,3.743080600373494e-05,1.7843658102865516e-05,0.0003908232709492457,6.989395162922266e-05
QLT_OPMargin_TSZ_20D,5.2128113238422145e-05,0.00028834724566424426,0.0004596813560234486,8.10347547395364e-05,0.0003223637798648201
QLT_OPMargin_TSR_252D,4.2489286000914425e-05,0.0,0.00029079508356873125,0.0010612607707396,0.0014654473045708127
QLT_ROE_TSZ_20D,0.0,0.0,0.0,0.0,0.0
QLT_ROE_TSR_252D,2.039146066139579e-05,2.4333644648460046e-05,0.00032879974837456735,0.0012889969951106676,0.0009900177164981273
QLT_OperatingProfitGrowthYOY_TSZ_20D,0.0,0.0003600112541627749,0.0014020595876948825,0.0008436119088011747,0.0009018859755519284
QLT_OperatingProfitGrowthYOY_TSR_252D,0.0,0.0,0.00016037336485902814,0.0005839191597100452,0.0009605531776108507
QLT_SalesGrowthYOY_TSZ_20D,0.0,0.0,0.0,0.00018317688262164345,0.0
QLT_SalesGrowthYOY_TSR_252D,0.0,0.0005728755356415664,0.00019508453558685565,0.0001577316114727473,0.0015369436510655275
QLT_EPSGrowthYOY_TSZ_20D,0.0,0.0,0.0004517265609955141,0.0011108440919602711,3.233245614925011e-05
QLT_EPSGrowthYOY_TSR_252D,0.0,0.0001396027619882329,0.0004088687429735305,0.0013926047127630775,0.00029094854166822
SPD_DistVWAP5_TSZ_20D,0.0,0.0,0.0,0.00011896322663719232,0.0
SPD_DistVWAP5_TSR_252D,0.0,0.0,0.0002400329894558633,0.0,4.74533168172961e-05
SPD_DistVWAPSlope_TSR_252D,0.0,0.0,3.292343026076338e-05,0.0002404480932518323,6.439578229424995e-05
SPD_VWAPDev_TSZ_20D,0.0,0.0,0.0,4.452333121335263e-05,6.900040071463534e-05
SPD_VWAPDev_TSR_252D,0.0,0.0,0.0,0.00014438498238562893,7.586691496049182e-05
SPD_MarginBuyImpact_TSZ_20D,0.0,0.0,9.227190336700972e-05,0.0,0.0
SPD_MarginBuyImpact_TSR_252D,0.0,0.0,0.0,2.1690072863353342e-05,0.0008795662869270534
SPD_MarginRatio_TSZ_20D,0.0,4.764137508422766e-05,0.0005597824259374556,0.0,2.6689670288035567e-05
SPD_MarginRatio_TSR_252D,0.0,0.0,5.261601482865679e-05,0.00013542140823331322,0.00015845361404222483
SPD_MarginRatioDelta4w_TSZ_20D,0.0,0.0,0.0,0.0,0.0
SPD_MarginRatioDelta4w_TSR_252D,0.0,0.0,0.00011670411522906244,0.0,0.0
SPD_MarketForeignBuy_TSZ_20D,0.0004517086644556595,0.00028225904622661133,0.00011003091475261995,0.0013269026202136277,0.0008768264266700681
SPD_MarketForeignBuy_TSR_252D,0.0003182732018687347,0.00014827688697866337,0.0007666874340634103,0.0011674395754945272,0.0016613995481238402
SPD_MarketIndividualBuy_TSZ_20D,0.0006073034429421102,0.0007404661157604591,0.0005645223137257803,0.0009642458357311374,0.000884956427142488
SPD_MarketIndividualBuy_TSR_252D,0.0004716895273052007,0.0026275622094397706,0.019313802293313857,0.009258812522613572,0.005915752023805377
SPD_OverseaFlowTrend_TSZ_20D,0.0,0.00011852323845027168,0.0027803661480836645,0.0022568161742044135,0.002092241283316058
SPD_OverseaFlowTrend_TSR_252D,0.0013830124204920694,0.0028997743506253043,0.005966945555393199,0.03232752968942132,0.029315060898914627
SPD_FlowAccel_TSZ_20D,0.0003329719472125422,0.0008146680728450186,0.005052092291669984,0.004690181214126242,0.0062122646857180105
SPD_FlowAccel_TSR_252D,0.00023155318657782788,0.0005308459056577442,0.0009068956434778777,0.0015228130276688167,0.004406555175298244
BET_Beta60_TSZ_20D,0.0,0.0,0.00038413031594103326,0.0006565933249002613,0.00018731783360114598
BET_Beta60_TSR_252D,0.00040569320121537086,0.0017079731039834215,0.0010809246169971901,0.013331014738309097,0.003923765796028443
BET_RS25_TSZ_20D,0.0,0.0,0.0001220510605598176,1.5107218807113959e-05,2.991603626040213e-05
BET_RS25_TSR_252D,0.0,0.0,0.0,0.0,0.0
BET_MarketReturn_TSR_252D,0.00012743605927045888,0.000217664858685222,0.0003026459737732886,0.0005966912243695609,0.0004129648058993396
BET_MarketTrendIdx_TSZ_20D,0.0,0.0004573566937504401,0.0012324275385883425,0.0006649676986464299,0.00041986744810916765
BET_MarketTrendIdx_TSR_252D,0.0005617367712137384,0.0009461224812237055,0.008547230997790749,0.0015362171870908206,0.0016048008903079753
